location,price,bedrooms,bathrooms,size
"Kohat Road, Peshawar, Peshawar",3500000,2,2,698.0
"Gulbahar, Peshawar, Peshawar",35000000,5,3,1350.0
"Hayatabad, Peshawar, Peshawar",17500000,4,3,1125.0
"Hayatabad Phase 6 - F2, Hayatabad Phase 6, Peshawar",52000000,10,10,2250.0
"NBP (Afshan) Colony, Peshawar, Peshawar",13000000,4,3,788.0
"Hayatabad Phase 6 - F5, Hayatabad Phase 6, Peshawar",28000000,3,3,1575.0
"University Road, Peshawar, Peshawar",10900000,2,2,1238.0
"Gulbahar, Peshawar, Peshawar",5800000,5,3,450.0
"Warsak Road, Peshawar, Peshawar",6800000,6,6,1125.0
"Safiya Homes, Warsak Road, Peshawar",4000000,3,2,675.0
"Afghan Colony, Peshawar, Peshawar",20000000,7,4,1125.0
"Afghan Colony, Peshawar, Peshawar",20000000,7,4,1125.0
"University Town, Peshawar, Peshawar",7500000,2,2,900.0
"Afghan Colony, Peshawar, Peshawar",18000000,8,5,1350.0
"Taru Jabba, Peshawar, Peshawar",32500000,8,10,2925.0
"Nasir Bagh Road, Peshawar, Peshawar",4326000,1,1,675.0
"Arbab Road, Peshawar, Peshawar",50000000,11,10,3375.0
"Hayatabad Phase 1, Hayatabad, Peshawar",22000000,4,0,1125.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",15100000,6,6,675.0
"Gulbahar, Peshawar, Peshawar",14500000,5,3,1125.0
"Dalazak Road, Peshawar, Peshawar",9500000,5,5,675.0
"Gulbahar, Peshawar, Peshawar",8500000,4,3,450.0
"Askari 6, Peshawar, Peshawar",35000000,4,5,3015.0
"Gulbahar, Peshawar, Peshawar",5300000,2,3,405.0
"Charsadda Road, Peshawar, Peshawar",7500000,4,5,1125.0
"Dalazak Road, Peshawar, Peshawar",14000000,7,6,1125.0
"Ring Road, Peshawar, Peshawar",9000000,0,0,630.0
"Warsak Road, Peshawar, Peshawar",21500000,7,7,1125.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",15000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",8500000,5,5,675.0
"Charsadda Road, Peshawar, Peshawar",50000000,3,8,4500.0
"Hayatabad Phase 1, Hayatabad, Peshawar",55600000,7,3,2250.0
"Darmangi, Warsak Road, Peshawar",17000000,6,6,1260.0
"Zaryab Colony, Peshawar, Peshawar",8500000,4,4,562.0
"Ring Road, Peshawar, Peshawar",25000000,5,5,2250.0
"Doranpur, Peshawar, Peshawar",11500000,7,7,900.0
"Sheikh Yaseen Town, Nasir Bagh Road, Peshawar",10000000,6,5,1125.0
"Al Haram Model Town, Peshawar, Peshawar",6000000,2,2,675.0
"Dalazak Road, Peshawar, Peshawar",20000000,7,6,1102.0
"Mall Road, Peshawar, Peshawar",4800000,3,2,698.0
"Hayatabad, Peshawar, Peshawar",11000000,4,5,675.0
"Nasir Bagh Road, Peshawar, Peshawar",10500000,3,3,1485.0
"Nothia Jadeed, Peshawar, Peshawar",5000000,3,2,450.0
"Swati Gate, Peshawar, Peshawar",6200000,2,2,675.0
"Warsak Road, Peshawar, Peshawar",7000000,3,2,495.0
"Warsak Road, Peshawar, Peshawar",29000000,6,6,1350.0
"Canal Town, Peshawar, Peshawar",30500000,11,10,1575.0
"Askari 6, Peshawar, Peshawar",33500000,4,5,3015.0
"Ring Road, Peshawar, Peshawar",6500000,1,1,698.0
"University Road, Peshawar, Peshawar",8633000,2,2,1148.0
"Regi Model Town, Peshawar, Peshawar",70000000,9,0,4500.0
"Charsadda Road, Peshawar, Peshawar",5000000,4,4,788.0
"Baleli Road, Quetta, Quetta",15500000,5,6,1125.0
"Quetta Avenue, Quetta, Quetta",27000000,8,6,1125.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",4490000,1,1,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",4490000,1,1,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",6861000,2,2,878.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",6861000,2,2,878.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",6861000,2,2,878.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",6861000,2,2,878.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",3946000,1,1,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",3946000,1,1,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",3946000,2,2,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",3946000,2,2,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",3946000,1,1,585.0
"UK Apartments & Shops, Nawa Killi Road, Quetta",3946000,1,1,585.0
"Spinny Road, Quetta, Quetta",5620000,2,2,585.0
"Khaizi, Quetta, Quetta",35000000,6,7,2745.0
"Airport Road, Quetta, Quetta",15000000,3,3,990.0
"Airport Road, Quetta, Quetta",12000000,0,0,990.0
"Railway Co-operative Housing Society, Quetta, Quetta",20000000,5,3,1125.0
"Satellite Town, Quetta, Quetta",105000000,10,8,10800.0
"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",40000000,5,5,1575.0
"Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave, Rawalpindi",53500000,5,7,2250.0
"Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave, Rawalpindi",62500000,5,6,2700.0
"Bahria Greens - Overseas Enclave - Sector 1, Bahria Greens - Overseas Enclave, Rawalpindi",115000000,5,6,5400.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",97000000,6,6,4500.0
"Railway Scheme 9, Rawalpindi, Rawalpindi",8000000,2,3,1125.0
"Airport Housing Society, Rawalpindi, Rawalpindi",13000000,3,4,1125.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",16000000,4,5,1125.0
"Adiala Road, Rawalpindi, Rawalpindi",7350000,5,6,1012.0
"Defence Road, Rawalpindi, Rawalpindi",5900000,4,3,900.0
"Bahria Greens - Overseas Enclave - Sector 1, Bahria Greens - Overseas Enclave, Rawalpindi",120000000,5,6,5400.0
"Bahria Town - Civic Centre, Bahria Town Phase 4, Rawalpindi",8500000,2,2,900.0
"Bahria Town Phase 8 - Block M, Bahria Town Phase 8, Rawalpindi",22500000,4,5,1238.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",25000000,5,6,1575.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",29500000,5,6,1575.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",105000000,0,0,4500.0
"Bahria Greens - Overseas Enclave - Sector 5, Bahria Greens - Overseas Enclave, Rawalpindi",55000000,5,6,4500.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",26000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",37000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",52500000,5,6,4500.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",26000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",35000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",23000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",17000000,3,4,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",26500000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",31000000,5,6,2452.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",56000000,5,6,5400.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",79000000,5,6,4500.0
"Bahria Greens - Overseas Enclave, Bahria Town Phase 8, Rawalpindi",41000000,5,6,2745.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",39500000,5,6,3150.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",45000000,5,5,2250.0
"Bahria Town Phase 8 - Awami Villas 3, Bahria Town Phase 8, Rawalpindi",5000000,2,2,788.0
"Bahria Town Phase 5, Bahria Town Rawalpindi, Rawalpindi",105000000,5,6,4500.0
"Gulzar-e-Quaid Housing Society, Rawalpindi, Rawalpindi",35000000,6,6,2700.0
"Bahria Greens - Overseas Enclave - Sector 1, Bahria Greens - Overseas Enclave, Rawalpindi",122500000,5,6,6300.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",55000000,5,6,3150.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",45000000,6,5,2452.0
"Askari 13, Rawalpindi, Rawalpindi",41500000,3,4,2790.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",10000000,2,2,990.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",38500000,4,5,2700.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",31000000,5,6,2475.0
"Snober City - Green Villas, Snober City, Rawalpindi",13800000,4,4,1350.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",33000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",34000000,5,6,2475.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",41000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",38500000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",33000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",42500000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",40000000,5,5,2250.0
"Bahria Town Phase 1, Bahria Town Rawalpindi, Rawalpindi",70000000,0,0,4500.0
"Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8, Rawalpindi",39500000,5,5,2700.0
"Bahria Town Phase 8 - Block C, Bahria Town Phase 8, Rawalpindi",43500000,5,7,2250.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",12400000,0,0,630.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",65000000,7,8,4500.0
"Bahria Town Phase 8 - Block H, Bahria Town Phase 8, Rawalpindi",38500000,7,6,2430.0
"Bahria Town Phase 2, Bahria Town Rawalpindi, Rawalpindi",115000000,5,5,4500.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",77000000,6,6,4500.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",47500000,5,6,2250.0
"Bahria Town Phase 2, Bahria Town Rawalpindi, Rawalpindi",34000000,3,4,2250.0
"Bahria Town Phase 8 - Block C, Bahria Town Phase 8, Rawalpindi",56500000,5,6,4050.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",105000000,6,7,4500.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",98000000,5,6,4500.0
"Bahria Town - Civic Centre, Bahria Town Phase 4, Rawalpindi",15000000,2,2,1148.0
"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",24600000,5,5,1575.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",22000000,5,5,1575.0
"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",29000000,5,5,1575.0
"Bahria Town Phase 8 - Sector E-1, Bahria Town Phase 8, Rawalpindi",39000000,5,5,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",32000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",27000000,5,5,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",27000000,5,5,1575.0
"Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave, Rawalpindi",42500000,5,6,2250.0
"Bahria Town Phase 8 - Block M, Bahria Town Phase 8, Rawalpindi",19000000,3,4,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",25000000,5,5,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",27000000,5,5,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",28000000,5,5,1575.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",14300000,2,2,1192.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",10500000,2,2,990.0
"Midway Commercial, Bahria Town Phase 7, Rawalpindi",16000000,2,2,1238.0
"Bahria Mini Commercial Center, Bahria Town Phase 7, Rawalpindi",20800000,3,3,1598.0
"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8, Rawalpindi",27000000,5,6,1575.0
"Bahria Town Phase 8 - Block C, Bahria Town Phase 8, Rawalpindi",44000000,5,6,2250.0
"Bahria Town Phase 8 - Block B, Bahria Town Phase 8, Rawalpindi",45000000,5,6,2250.0
"Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave, Rawalpindi",49500000,5,6,2475.0
"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",25000000,5,7,1575.0
"Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave, Rawalpindi",49000000,5,6,3375.0
"Bahria Town Phase 2, Bahria Town Rawalpindi, Rawalpindi",65000000,6,6,4500.0
"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",27200000,5,6,1575.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",15000000,3,4,1350.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",9000000,2,2,1125.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",11000000,3,4,1125.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",97500000,5,6,4500.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",16500000,4,6,1350.0
"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8, Rawalpindi",23000000,5,6,1575.0
"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",24000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",26000000,5,5,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",19700000,3,3,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",21000000,3,3,1125.0
"Snober City, Adiala Road, Rawalpindi",14500000,4,4,1800.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",18500000,3,3,1125.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",97500000,5,6,4500.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",69000000,7,0,4500.0
"Bahria Town Phase 8 - Sector E-1, Bahria Town Phase 8, Rawalpindi",29500000,4,4,2025.0
"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",25000000,5,6,1575.0
"Bahria Town Phase 8 - Block A1, Bahria Town Phase 8, Rawalpindi",32500000,5,6,2250.0
"Bahria Greens - Overseas Enclave, Bahria Town Phase 8, Rawalpindi",39500000,5,6,2475.0
"Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave, Rawalpindi",45000000,5,6,2250.0
"Bahria Greens - Overseas Enclave - Sector 5, Bahria Greens - Overseas Enclave, Rawalpindi",23000000,5,6,1125.0
"Bahria Town Phase 8 - Safari Homes, Bahria Town Phase 8, Rawalpindi",11000000,2,2,788.0
"Bahria Greens - Overseas Enclave - Sector 1, Bahria Greens - Overseas Enclave, Rawalpindi",100000000,5,5,4950.0
"Bahria Town Phase 2, Bahria Town Rawalpindi, Rawalpindi",115000000,5,6,4500.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",97000000,5,6,4500.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",45500000,5,6,2250.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",14000000,4,5,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",17000000,3,4,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",36000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",23000000,5,6,1575.0
"Adiala Road, Rawalpindi, Rawalpindi",4750000,2,3,990.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",28000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",34000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",20500000,3,3,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",19500000,3,3,1125.0
"Wakeel Colony, Islamabad Highway, Rawalpindi",7800000,0,0,900.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",27500000,5,5,2250.0
"Bahria Town Phase 8 - Block C, Bahria Town Phase 8, Rawalpindi",39000000,5,7,2250.0
"Judicial Colony, Rawalpindi, Rawalpindi",32500000,4,5,2475.0
"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8, Rawalpindi",26000000,5,6,1575.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",19500000,4,4,1125.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",9600000,1,1,630.0
"Bahria Safari Valley - Sector A, Bahria Town Phase 8 - Safari Valley, Rawalpindi",80000000,6,6,5400.0
"Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8, Rawalpindi",40000000,5,6,2250.0
"Bahria Greens - Overseas Enclave, Bahria Town Phase 8, Rawalpindi",43000000,5,6,2250.0
"Bahria Town Phase 5, Bahria Town Rawalpindi, Rawalpindi",85000000,5,6,4500.0
"Bahria Town Phase 2, Bahria Town Rawalpindi, Rawalpindi",115000000,5,6,4500.0
"Bahria Greens - Overseas Enclave, Bahria Town Phase 8, Rawalpindi",122500000,0,0,5400.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",47500000,5,6,2250.0
"Bahria Town - Safari Villas 2, Bahria Town Rawalpindi, Rawalpindi",41000000,4,5,2430.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",17300000,2,2,765.0
"Bahria Town Phase 8 - Block E, Bahria Town Phase 8, Rawalpindi",29000000,4,4,2250.0
"Bahria Town Phase 2, Bahria Town Rawalpindi, Rawalpindi",97500000,5,6,4500.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",17000000,3,3,1282.0
"Media Town, Rawalpindi, Rawalpindi",51500000,8,8,2250.0
"Media Town, Rawalpindi, Rawalpindi",43000000,6,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",38000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",17000000,3,4,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",30500000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",16500000,3,4,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",35000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",23000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",22000000,5,6,1575.0
"Bahria Town Phase 8 - Awami Villas 5, Bahria Town Phase 8, Rawalpindi",9000000,2,1,788.0
"Bahria Town Phase 8 - Rafi Block, Bahria Town Phase 8, Rawalpindi",21000000,3,4,1125.0
"Bahria Town Phase 8 - Block E, Bahria Town Phase 8, Rawalpindi",40000000,5,6,2250.0
"Bahria Town Phase 8 - Umer Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",26000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",34500000,5,6,2250.0
"Bahria Town - Civic Centre, Bahria Town Phase 4, Rawalpindi",7500000,2,2,742.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",105000000,5,6,4500.0
"Peshawar Road, Rawalpindi, Rawalpindi",25700000,2,2,855.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",47000000,5,6,2250.0
"Bahria Town Phase 5, Bahria Town Rawalpindi, Rawalpindi",85000000,5,6,3375.0
"Bahria Greens - Overseas Enclave, Bahria Town Phase 8, Rawalpindi",120000000,5,6,4500.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",11300000,0,0,562.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",12800000,0,0,540.0
"Gulzar-e-Quaid Housing Society, Rawalpindi, Rawalpindi",32500000,3,3,3600.0
"Bahria Heights 1, Bahria Town Rawalpindi, Rawalpindi",30800000,2,3,1800.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",27500000,5,5,1575.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",49000000,5,6,2250.0
"Snober City, Adiala Road, Rawalpindi",14500000,3,4,1800.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",19500000,3,3,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",18500000,3,3,1125.0
"Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave, Rawalpindi",48500000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",42500000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",25000000,5,5,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",22500000,5,5,1575.0
"Lalazar 2, Rawalpindi, Rawalpindi",6000000,2,3,1125.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",22000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",33800000,5,6,2475.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",45000000,5,6,2250.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",47500000,5,7,2250.0
"Bahria Town Phase 7, Bahria Town Rawalpindi, Rawalpindi",44000000,5,6,2250.0
"Bahria Town Phase 8 - Usman Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",35000000,5,7,1800.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",24000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",36000000,5,6,2250.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",17500000,0,0,1238.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",16500000,4,5,1238.0
"Gulraiz Housing Society Phase 5, Gulraiz Housing Scheme, Rawalpindi",31000000,7,6,2250.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",6400000,0,0,315.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",11300000,1,1,562.0
"Adiala Road, Rawalpindi, Rawalpindi",8300000,2,3,1350.0
"Snober City, Adiala Road, Rawalpindi",10500000,3,4,1125.0
"Snober City, Adiala Road, Rawalpindi",9000000,3,3,1125.0
"Snober City, Adiala Road, Rawalpindi",13500000,4,5,1125.0
"Snober City, Adiala Road, Rawalpindi",13700000,3,3,1350.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",37000000,5,6,2250.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",23000000,5,6,1575.0
"Shah Khalid Colony, Rawalpindi, Rawalpindi",12500000,6,6,1125.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",22500000,6,6,2025.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",15500000,4,4,1125.0
"Bahria Town Phase 3, Bahria Town Rawalpindi, Rawalpindi",39000000,5,6,2250.0
"Bahria Town - Safari Villas 3, Bahria Town Rawalpindi, Rawalpindi",39000000,3,4,3150.0
"Bahria Town Phase 4, Bahria Town Rawalpindi, Rawalpindi",37500000,5,5,2250.0
"Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8, Rawalpindi",28000000,5,6,1575.0
"Bahria Town Phase 8, Bahria Town Rawalpindi, Rawalpindi",37500000,5,6,2250.0
"Gulistan Colony, Rawalpindi, Rawalpindi",43000000,4,6,4050.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",25500000,5,5,1575.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",19500000,4,4,1125.0
"Bahria Town Phase 8 - Block M, Bahria Town Phase 8, Rawalpindi",17500000,3,4,1125.0
"Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8, Rawalpindi",38800000,5,5,2250.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",15000000,4,4,1125.0
"Airport Housing Society - Sector 4, Airport Housing Society, Rawalpindi",15000000,4,4,1125.0
"Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley, Rawalpindi",27500000,5,7,1575.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",12400000,1,1,630.0
"Bahria Business District, Bahria Town Phase 8, Rawalpindi",12400000,1,1,630.0
